article	aid	url	img	iid	hashvalue	title	text	imgFile
523949072	133479	https://www.ksta.de/freizeit/geniessen/santos-grills/auf-zum-grillkurs-nach-koeln-muelheim-diese-seminare-machen-sie-fit-fuer-die-saison-32258700	https://www.ksta.de/image/32258596/2x1/300/150/b18019681a965547b85f91a8597b5065/cz/santosgrill-seminar-essen-koeln-wearecity-2018-atheneadiapoulis-48.jpg	134123	32258596b18019681a965547b85f91a8597b5065cz	Diese Seminare machen Sie fit für die Saison	Der Frühling ist da. Die Sonnenstrahlen laden uns nach draußen ein, das perfekte Grillwetter wartet vor der Tür. Endlich wieder Würstchen, Fleisch, Käse und Gemüse vom Rost statt vom Herd. Ob mit Freunden oder der Familie – Grillen ist gesellig und entsch	32258596b18019681a965547b85f91a8597b5065cz.jpg
523949169	133480	https://www.ksta.de/ratgeber/radio-habuzin/genuss-fuer-ihr-zuhause-was-sie-bei-der-auswahl-der-kaffeemaschine-beachten-sollten-32297116	https://www.ksta.de/image/32297148/2x1/300/150/59efcd1a1bf592172f5750e060bc320d/fz/adobestock-242112594.jpg	134124	3229714859efcd1a1bf592172f5750e060bc320dfz	Was Sie bei der Auswahl der Kaffeemaschine beachten sollten	Kaffeegenuss auf höchstem Niveau liegt voll im Trend – Espresso, Cappuccino, Latte macchiato und weitere Spezialitäten sind angesagter denn je. Nicht nur in Köln sprießen Cafés aus dem Boden, in denen Baristas ihr Handwerk wie eine Kunstform zelebrieren.	3229714859efcd1a1bf592172f5750e060bc320dfz.jpg
523954127	133481	https://www.ksta.de/region/leverkusen/burscheid/burscheid-den-sozialen-medien-eine-rolle-gegeben-32305624	https://www.ksta.de/image/32305622/2x1/300/150/c04a1ecbfce6ec0780dec501aa84b76c/SL/auf-der-buehne-kamen-die-social-media-damen-besonders-schrill-herueber--.jpg	134125	32305622c04a1ecbfce6ec0780dec501aa84b76cSL	Den sozialen Medien eine Rolle gegeben	Am Wochenende feierte das Kinder- und Jugendzentrum Megafon in Burscheid unter großem Applaus die Premiere des Theaterstücks Hashtag – Eine Reise durch das Internet. Die jungen Schauspieler im Alter von zwölf bis 18 Jahre hatten dafür den bekannten Social	32305622c04a1ecbfce6ec0780dec501aa84b76cSL.jpg
523954128	134101	https://www.ksta.de/region/leverkusen/burscheid/burscheid-caplan-wirbt-beim-bau-um-verstaendnis-32305638	https://www.ksta.de/image/32305636/2x1/300/150/5a9cf34b670651d4398a838b1b1c59dd/oe/auf-den-kanalbau-folgt-die-strassensanierung-.jpg	134745	323056365a9cf34b670651d4398a838b1b1c59ddoe	Caplan wirbt beim Bau um Verständnis	Die Burscheider Stadtverwaltung erhält immer wieder Nachfragen, warum die Bauarbeiten an der Oberen Hauptstraße so lange dauern. Die Antwort darauf: „Bei der im August 2018 eingerichteten Innenstadt-Baustelle handelt es sich um eine sehr komplexe und nich	323056365a9cf34b670651d4398a838b1b1c59ddoe.jpg
523954130	133482	https://www.ksta.de/region/leverkusen/stadt-leverkusen/nahrung--zu-schade-fuer-den-muell-32305646	https://www.ksta.de/image/32305644/2x1/300/150/7e9fcdab3b1d7af04cbf731615221a2b/by/katharina-linke--links---die-gruenderin-der-initiative--enjoy-the-food---und-ester-kempa-am-kaw-in-quettingen-.jpg	134126	323056447e9fcdab3b1d7af04cbf731615221a2bby	Nahrung, zu schade für den Müll	Die Milchbrötchen sind frisch und saftig. Zu ihnen gesellen sich zwei dunkelgrüne Artischocken. Nichts deutet darauf hin, dass diese Lebensmittel im Supermarkt im Müll gelandet wären. Zusammen mit mehreren großen Kisten voller Obst, Gemüse, Brot und Teilc	323056447e9fcdab3b1d7af04cbf731615221a2bby.jpg
523954132	133483	https://www.ksta.de/region/leverkusen/stadt-leverkusen/katholischer-silvesterorden-fuer-norbert-hoelzer-32305620	https://www.ksta.de/image/32305618/2x1/300/150/7e30967a44759d7366a5f417e2726527/er/norbert-hoelzer.jpg	134127	323056187e30967a44759d7366a5f417e2726527er	Katholischer Silvesterorden für Norbert Hölzer	Norbert Hölzer aus der Pfarrei St. Andreas in Schlebusch hat den Silvesterorden erhalten. Weihbischof Monsignore Rolf Steinhäuser verlieh dem ehemaligen Lehrer am Werner-Heisenberg-Gymnasium die für Laien höchste katholische Auszeichnung am Sonntag in der	323056187e30967a44759d7366a5f417e2726527er.jpg
523954148	133484	https://www.ksta.de/region/leverkusen/stadt-leverkusen/kinder-haben-roboter-jesi-voll-im-griff-32305632	https://www.ksta.de/image/32305626/2x1/300/150/cb31807fea1a21bbaa0f202672b726c0/ht/die-klasse-4b-der-grundschule-heinrich-luebke-strasse-konnte-in-der-digitalwerkstatt-mit-apps-und-tablets-lernen-.jpg	134128	32305626cb31807fea1a21bbaa0f202672b726c0ht	Kinder haben Roboter Jesi voll im Griff	Stolz steht die zehnjährige Jannat auf der Bühne der Gemeinschaftsgrundschule Heinrich-Lübke-Straße und präsentiert ihren Roboter. „Wir haben programmiert, dass er genau das macht, was wir wollen“, erklärt sie. Ihr Roboter hat sogar einen Namen, er heißt	32305626cb31807fea1a21bbaa0f202672b726c0ht.jpg
523958430	134095	https://www.ksta.de/wirtschaft/diesel-fahrverbote-in-stuttgart-nun-auch-fuer-stadtbewohner-32305868	https://www.ksta.de/image/32305866/2x1/300/150/8bf5af9c9fb927fcbf3ac923c8c6139f/Bv/urn-newsml-dpa-com-20090101-190331-99-625671-large-4-3.jpg	134739	323058668bf5af9c9fb927fcbf3ac923c8c6139fBv	Diesel-Fahrverbote in Stuttgart nun auch für Stadtbewohner	Die Diesel-Fahrverbote in Stuttgart gelten von nun an auch für die Bewohner der Stadt. Sie waren bislang davon ausgenommen. Von Montag an dürfen nun auch sie nicht mehr mit älteren Diesel-Fahrzeugen mit der Abgasnorm Euro 4 oder schlechter in der Stadt fa	323058668bf5af9c9fb927fcbf3ac923c8c6139fBv.jpg
523958514	133485	https://www.ksta.de/region/neuer-inhalt-32303690	https://www.ksta.de/image/32292502/2x1/300/150/b73a9b4a8255a6f29325aeac76cf963a/zG/clan-ruhrpott.png	134129	32292502b73a9b4a8255a6f29325aeac76cf963azG	Neuer Inhalt	Duisburg/Berlin. Wie ein Monument aus glorreichen Tagen steht der ausrangierte Bahnhof mit seinen klobigen Backsteinmauern an der Markgrafenstraße in Duisburg. Niemand ahnte, dass im Untergeschoss der altehrwürdigen Anlage eine illegale Marihuana-Plantage	32292502b73a9b4a8255a6f29325aeac76cf963azG.jpg
523958655	133486	https://www.ksta.de/koeln/haie--e-autos--kebekus-was-in-dieser-woche-in-koeln-wichtig-wird-32304572	https://www.ksta.de/image/31899968/2x1/300/150/436d6ea97fc2fb5c335347014829ae90/qA/carolin-kebekus.jpg	134130	31899968436d6ea97fc2fb5c335347014829ae90qA	Was in dieser Woche in Köln wichtig wird	Allen, die seit Aschermittwoch fasten, sei gesagt: Die Halbzeit ist erreicht. Passend dazu hat die Woche ernährungsmäßig einiges zu bieten, nämlich den internationalen Tag der Karotte am Donnerstag und den internationale Tag der frischen Tomate am Samstag	31899968436d6ea97fc2fb5c335347014829ae90qA.jpg
