articleID	aid	url			hashvalue	title	text
1000265260		https://www.ksta.de/panorama/mit-kopfschuss-trainspotting-star-auf-offener-strasse-erschossen-32397646				Trainspotting-Star auf offener Straße erschossen	In Schottland haben Unbekannte den Schauspieler Bradley Welsh erschossen. Wie britische Medien berichten, wurde der 42-Jährige in der Nähe seines Hauses in der Stadt Edinburgh getötet. Welch, der auch als Boxer Karriere gemacht hatte, wurde durch den Film
1001935289		https://www.ksta.de/koeln/verspaetungen-und-ausfaelle-s-bahn-gleis-am-koelner-hauptbahnhof-ist-gesperrt-32405566				S-Bahn-Gleis am Kölner Hauptbahnhof ist gesperrt	Der S-Bahn-Bahnsteig am Kölner Hauptbahnhof ist derzeit komplett gesperrt. Es kommt deshalb seit 16 Uhr zu Verspätungen und Ausfällen von Zügen.Wie die Deutsche Bahn bei Twitter mitteilte, gibt es einen Notarzteinsatz zwischen Köln-Hansaring und Messe/Deu
1002375244		https://www.ksta.de/koeln/muelheim/zwei-kilo-marihuana-beschlagnahmt-drogendealer-in-muelheim-auf-frischer-tat-ertappt-32327396				Drogendealer in Mülheim auf frischer Tat ertappt	Die Polizei hat einen einen 22-jährigen Drogendealer wegen des Verdachts des Drogenhandels sowie des Besitzes von mehr als zwei Kilogramm Marihuana vorläufig festgenommen. Wie die Polizei am Donnerstag mitteilte, war der Festnahme ein Anruf einer Zeugin v
1002735288		https://www.ksta.de/koeln/fruehlingsvolksfest-in-koeln-deutz-die-ungewoehnliche-ostermesse-auf-dem-autoscooter-32394476				Die ungewöhnliche Ostermesse auf dem Autoscooter	Mit fast 33 Metern Höhe, einer Streckenlänge von 1250 Metern und fünf Loopings gilt er als die größte transportable Achterbahn der Welt: der „Olympia Looping“, den zehn Männer in tagelanger Arbeit auf der Deutzer Werft mit Hilfe eines 300-Tonnen-Krans, ei
1002835245		https://www.ksta.de/region/rhein-erft/bergheim/bergheim-polizei-fasst-fluechtende-einbrecher-nach-40-sekunden-fahndung-32332718				Polizei fasst flüchtende Einbrecher nach 40 Sekunden Fahndung	Das war ein kurzer Ausflug für zwei Einbrecher in Bergheim: Als die beiden Männer in der Nacht zum Donnerstag versuchten in ein Wohn- und Geschäftshaus in der Straße „Am Jobberath“ einzubrechen, bemerkte eine Anwohnerin verdächtige Geräusche. Deswegen gin
1003015243		https://www.ksta.de/region/oberberg-ks/-auf-der-gischhard--bei-lichtenberg-rueckzieher-fuer-neues-gewerbegebiet-nach-protest-32323264				Rückzieher für neues Gewerbegebiet nach Protest	Die mehr als 50 Bürger aus Oberasbach und Lichtenberg verließen den Morsbacher Ratssaal mit etwas weniger Sorgen. In der Diskussion über angedachte Gewerbeflächen an der Landesstraße 324 – „Auf der Gischhard“ zwischen Lichtenberg und Oberasbach – hatten s
1003185292		https://www.ksta.de/region/drei-prozent-mehr-als-2017-zahl-der-migranten-in-nrw-2018-auf-hoechststand-32416706				Zahl der Migranten in NRW 2018 auf Höchststand	Die Zahl der Ausländer hat im Jahr 2018 einen Höchststand erreicht. Nach Angaben des Statistischen Landesamts lebten 2,648 Millionen Menschen mit ausländischer Staatsangehörigkeit in Nordrhein-Westfalen. Das sind drei Prozent mehr als Ende 2017 und damit
1003435246		https://www.ksta.de/wirtschaft/siemensstadt-2-0-in-berlin--die-bagger-kommen-in-zwei-jahren-32336714				Siemensstadt 2.0 in Berlin: Die Bagger kommen in zwei Jahren	Für das Millionenprojekt Siemensstadt 2.0 in Berlin beginnen die Bauarbeiten frühestens Anfang 2021.Wie der Campus für Forschen, Produzieren und Wohnen aussehen wird, werde aber schon Ende dieses Jahres deutlich, sagte Vorstandsmitglied Cedrik Neike der D
1003715259		https://www.ksta.de/sport/1-fc-koeln/nach-herzinfarkt-markus-und-dieter-anfang-melden-sich-aus-dem-krankenhaus-32393652				Markus und Dieter Anfang melden sich aus dem Krankenhaus	Der 1. FC Köln hat am Mittwochnachmittag positive Nachrichten von Trainer Markus Anfangs Vater Dieter verkündet. Der Verein veröffentlichte ein Foto aus dem Krankenhaus, auf dem Dieter Anfang mit seinem Sohn zu sehen ist und dabei den Daumen nach oben in
1003875253		https://www.ksta.de/region/leverkusen/burscheid/stadtplanung-in-burscheid-rampe-soll-vom-radweg-hoch-in-die-city-fuehren-32364552				Rampe soll vom Radweg hoch in die City führen	Über Burscheid weiß nicht jeder Radtourist Bescheid, wenn er mit seinem Fahrrad über den Panoramaradweg fährt. Wahrscheinlich lassen die meisten die Stadt hinter sich liegen, wenn sie unter der Brücke zur Hauptstraße hindurchsausen. Die Stadtplaner des Dü
1004375288		https://www.ksta.de/wirtschaft/verkehrsexperte-ueber-die-angst-vor-uber--sorgen-der-taxifahrer-sind-unberechtigt--32398320				„Sorgen der Taxifahrer sind unberechtigt“	Uber ist in der vergangenen Woche in Köln gestartet und vermittelt nun Fahrten mit Mietwagen. Diese sind deutlich günstiger als Taxifahrten – die Taxibranche befürchtet daher, mit Dumpingpreisen aus dem Markt gedrängt zu werden. Im Interview mit dem „Köln
1005275292		https://www.ksta.de/koeln/taxi-alternative-uber-fahrer-klagen-ueber-angriffe-in-koeln-32416860				Uber-Fahrer klagen über Angriffe in Köln	Fahrer des US-Dienstleisters Uber sehen sich in Köln jüngst vermehrt Angriffen ausgesetzt. Ein Fahrer sei von anderen Chauffeuren eingekesselt und mit einem Messer bedroht worden, sagt Uber-Sprecher Tobias Fröhlich dem „Express“. Ein anderer Fahrer berich
1005375241		https://www.ksta.de/region/rhein-sieg-bonn/niederkassel/nach-rheinhochwasser-mondorfer-faehre-unterbricht-betrieb-fuer-reparatur-32313088				Mondorfer Fähre unterbricht Betrieb für Reparatur	Die Fährverbindung zwischen Mondorf und Bonn-Graurheindorf wird am Mittwoch für mehrere Stunden unterbrochen. Die Fähre muss ihren Betrieb ab etwa 9.30 Uhr einstellen.Zum Berufsverkehr in den frühen Nachmittagsstunden soll der Pendelverkehr zwischen beide
1005945245		https://www.ksta.de/sport/bayer04/bayer-04-voeller-will-nicht-dfb-praesident-werden---havertz-bleibt-auf-jeden-fall-32332822				Völler will nicht DFB-Präsident werden – Havertz bleibt auf jeden Fall	Rudi Völler hat am Freitag erklärt, dass er nicht für das Amt des Bundestrainers zur Verfügung steht. Der Geschäftsführer von Bayer 04 Leverkusen war zuletzt in einigen Umfragen von Fans als beliebtester Kandidat genannt worden. „Das kommt für mich überha
1007045242		https://www.ksta.de/halstenberg-laesst-leipzig-jubeln---wortgefechte-nach-abpfiff-32318310				Halstenberg lässt Leipzig jubeln - Wortgefechte nach Abpfiff	– Marcel Halstenberg hat RB Leipzig in einem Pokalkrimi erstmals ins Halbfinale geschossen.Der Fußball-Nationalspieler erzielte beim 2:1 (1:1, 0:0) nach Verlängerung beim FC Augsburg in der letzten Minute per Handelfmeter das entscheidende Tor und lässt d
1007325247		https://www.ksta.de/kultur/art-cologne-leiter--habe-lange-ueberlegt--wie-man-den-neumarkt-besser-integrieren-kann--32335408				„Habe lange überlegt, wie man den Neumarkt besser integrieren kann“	Herr Hug, die Art Cologne ist dieses Jahr deutlich kleiner als 2018. Werden die Zeiten schlechter?Bei meiner ersten Art Cologne habe ich die Messe von 250 auf 190 Galerien verkleinert. Das war ein Riesensprung und für die Messegesellschaft ein erheblicher
1008175251		https://www.ksta.de/region/leverkusen/stadt-leverkusen/simon-rolfes-bei--lev-liest--vom-mittelfeldstar-zum-vorleser-32358492				Vom Mittelfeldstar zum Vorleser	Seitdem er die Fußballschuhe an den Nagel gehängt hat, kommt Ex-Bayer-Profi Simon Rolfes kaum mehr zum Lesen. Sagt er jedenfalls. Romane von John Grisham und Ken Follett – die habe er damals verschlungen. „Da hatte ich bei Reisen zu Auswärtsspielen im Bus
1008255245		https://www.ksta.de/region/rhein-berg-oberberg/cdu-chef-rainer-deppe-tritt-zurueck--immer-gesamtinteressen-im-blick-behalten--32332900				„Immer Gesamtinteressen im Blick behalten“	Nach zwölf Jahren an der Spitze der CDU Rhein-Berg tritt Rainer Deppe (62) heute Abend bei der Wahl zum Kreisvorsitzenden nicht erneut an. Über Höhen, Tiefen und Herausforderungen seiner Amtszeit hat Guido Wagner mit ihm gesprochen.Warum wollen Sie nicht
1008955251		https://www.ksta.de/sport/1-fc-koeln/fc-nachholspiel-in-duisburg-anfangs-elf-fuer-den-siebten-sieg-in-serie-32358130				Anfangs Elf für den siebten Sieg in Serie	Gelingt dem 1. FC Köln der nächste Schritt in Richtung Bundesliga-Rückkehr? Ab 18. 30 Uhr ist die Mannschaft von Markus Anfang bei Zweitliga-Schlusslicht MSV Duisburg zu Gast.Mitte März war die Partie des 26. Spieltags wegen Unbespielbarkeit des Platzes a
1008975243		https://www.ksta.de/region/oberberg-ks/immer-mittwochs-nuembrechter-geschaeftsleute-richten--markt-treff--ein-32323208				Nümbrechter Geschäftsleute richten „Markt-Treff“ ein	Er soll ein Ort des Austauschs sein und für die Vereine ein Platz, um sich an den Tagen des Wochenmarkts den Nümbrechtern zu präsentieren. Und natürlich gibt es Kaffee und bestimmt auch Kekse: Zum ersten Mal hat die Nümbrechter Aktionsgemeinschaft (NAG) g
1009875251		https://www.ksta.de/region/fall-amad-a--nrw-innenminister-reul-schliesst-datenmanipulation-aus-32358634				NRW-Innenminister Reul schließt Datenmanipulation aus	Im Fall des unschuldig inhaftierten und nach einem Gefängnisbrand gestorbenen Syrers Amad A. hat Landesinnenminister Herbert Reul (CDU) eine Datenmanipulation durch die NRW-Polizei ausgeschlossen. Die Datensätze seien zu keinem Zeitpunkt von NRW-Behörden
1011205251		https://www.ksta.de/sport/mix/zur-grandiosen-karriere-von-dirk-nowitzki-einer-der-groessten--aber-einer-von-uns-32358578				Einer der Größten, aber einer von uns	Auch wer auf alles vorbereitet ist, kann sich der emotionalen Wucht nicht entziehen.  Es fließen Tränen, als Dirk Nowitzki  nach dem  120:109 seiner Dallas Mavericks gegen  Phoenix  am Mittwochmorgen  offiziell verkündet, was viele  seit einigen Monaten p
1011355250		https://www.ksta.de/region/rhein-sieg-bonn/hennef/festgefahren-15-tonnen-schwerer-laster-droht-in-hennefer-bach-zu-stuerzen-32354136				15 Tonnen schwerer Laster droht in Hennefer Bach zu stürzen	In Hennef hat sich am späten Dienstagabend ein 15 Tonnen schwerer Laster festgefahren und droht nun in einen Bach zu stürzen. Das Fahrzeug war auf einem Waldweg von Hennef-Happerschoß nach Sieburg-Seligenthal unterwegs. Als der Fahrer nicht mehr vorwärts
1011955248		https://www.ksta.de/ratgeber/gesundheit/stiftung-warentest-klaert-auf-hausstaub-macht-dick---und-andere-ernaehrungsmythen-32334262				Hausstaub macht dick – und andere Ernährungsmythen	„Brot macht träge“, „Wer sich Low-Carb ernährt, lebt länger“ oder „Das Gedächtnis trainieren mit Trauben“ – täglich werden wir mit neuen Studienergebnissen konfrontiert, in den klassischen Medien oder über Social Media.Eines haben viele solcher Studien ge
1012025243		https://www.ksta.de/region/oberberg-ks/wiehl-lockert-park-regeln-zwei-stunden-gratis-am-rewe-und-am-weiherplatz-32323252				Zwei Stunden gratis am Rewe und am Weiherplatz	Zwei Stunden kostenloses Parken am Rewe-Markt an der Wiesenstraße und auf dem Weiherplatz: Diesen Vorschlag will die Wiehler Stadtverwaltung Mitte Mai im Bau- und Verkehrsausschuss präsentieren. Die Finanzlücke, die den Stadtwerken als Parkraumbewirtschaf
1012185249		https://www.ksta.de/freizeit/tina-turner-musical-wir-verlosen-3x2-karten-fuer--simply-the-best---das-musical--32349462				Wir verlosen 3x2 Karten für „Simply the Best - Das Musical“	Die Anmeldung zur Verlosung finden Sie am Ende des Artikels.Tina Turner ist eine der Rock-Legenden der 1980er-Jahre, begeisterte mit Songs wie „What's Love Got To Do With It“, „We Don't Need Another Hero“ und „Simply The Best“ Millionen Fans. Im Jahr ihre
1012195247		https://www.ksta.de/region/leverkusen/stadt-leverkusen/wir-fuer-unsere-stadt-8303-menschen-halfen-mit-beim-fruehjahrsputz-32340498				8303 Menschen halfen mit beim Frühjahrsputz	Ganze Grills holten die Taucher des Vereins Sea Ghosts am Samstag aus dem Wasser. Aber auch diesen von Muscheln bewohnten Einkaufswagen fanden Olaf Plitong, Detlef Jakubaschk und Kornelia Schleibinger im Silbersee. Sie beteiligten sich mit der Müllsammlun
